成語,常用
向平之原,false
向平之願,false
向火乞兒,false
向聲背實,false
向若而歎,false
向隅而泣,false
向風慕義,false
君命無二,false
君子一言,false
君子三戒,false
君子之交,false
君子協定,false
君子固窮,false
君子好逑,false
君聖臣賢,false
君臣佐使,false
君辱臣死,false
吞刀刮腸,false
吞刀吐火,false
吞吞吐吐,false
吞炭漆身,false
吞符翕景,false
吞紙抱犬,false
吞聲忍氣,false
吞聲忍淚,false
吞聲飲恨,false
吞聲飲氣,false
吞聲飲泣,false
吞舟之魚,false
吞舟是漏,false
吞舟漏網,false
吞言咽理,false
吞雲吐霧,false
吞風飲雨,false
吟花詠柳,false
吟風弄月,false
吟風詠月,false
含仁懷義,false
含冤受屈,false
含冤莫白,false
含冤負屈,false
含冰茹檗,false
含哺鼓腹,false
含商咀征,false
含商咀徵,false
含垢包羞,false
含垢匿瑕,false
含垢忍恥,false
含垢忍污,false
含垢忍辱,false
含垢棄瑕,false
含垢納污,false
含垢藏瑕,false
含垢藏疾,false
含宮咀征,false
含宮咀徵,false
含情脈脈,false
含明隱跡,false
含污忍垢,false
含沙射影,false
含牙帶角,false
含牙戴角,false
含瑕積垢,false
含章天挺,false
含章挺生,false
含笑九泉,false
含笑入地,false
含糊不明,false
含糊其詞,false
含糊其辭,false
含苞待放,false
含苞欲放,false
含英咀華,false
含菁咀華,false
含著骨頭,false
含蓼問疾,false
含血噀人,false
含血噴人,false
含血潠人,false
含辛忍苦,false
含辛茹苦,false
含霜履雪,false
含飴弄孫,false
含齒戴發,false
吮疽舐痔,false
吮癰舐痔,false
吱哩哇啦,false
吳下阿蒙,false
吳市之簫,false
吳市吹簫,false
吳帶當風,false
吳牛喘月,false
吳越同舟,false
吳頭楚尾,false
吸新吐故,false
吸風飲露,false
吾家千里,false
吾膝如鐵,false
吾自有處,false
吾誰與歸,false
呂安題鳳,false
呂武操莽,false
呂端大事,false
呢喃細語,false
周公吐哺,false
周急繼乏,false
周情孔思,false
周窮恤匱,false
周而不比,false
周規折矩,false
周遊列國,false
周郎顧曲,false
呱呱墜地,false
呱呱墮地,false
味同嚼蠟,false
味如嚼蠟,false
味如雞肋,false
呴濕濡沫,false
呵佛罵祖,false
呵壁問天,false
呵欠連天,false
呶呶不休,false
呷醋節帥,false
呼不給吸,false
呼之即來,false
呼之欲出,false
呼來喝去,false
呼吸之間,false
呼吸相通,false
呼天叩地,false
呼天叫地,false
呼天吁地,false
呼天喚地,false
呼天搶地,false
呼天號地,false
呼天鑰地,false
呼庚呼癸,false
呼朋喚友,false
呼朋引類,false
呼牛作馬,false
呼盧喝雉,false
呼群結黨,false
呼風喚雨,false
命世之才,false
命中注定,false
命儔嘯侶,false
命在旦夕,false
命若懸絲,false
命薄緣慳,false
命裡注定,false
命詞遣意,false
命蹇時乖,false
命辭遣意,false
命途多舛,false
咀嚼英華,false
咂嘴咂舌,false
咂嘴弄唇,false
咂嘴弄舌,false
咂嘴舔唇,false
咆哮如雷,false
和光同塵,false
和如琴瑟,false
和容悅色,false
和氣生財,false
和氣致祥,false
和璧隋珠,false
和盤托出,false
和睦相處,false
和而不同,false
和而不唱,false
和藹可親,false
和藹近人,false
和衣而臥,false
和衷共濟,false
和顏悅色,false
和顏說色,false
和風細雨,false
和風麗日,false
咎有應得,false
咎由自取,false
咒天罵地,false
咫尺之功,false
咫尺之書,false
咫尺千里,false
咫尺天涯,false
咫尺天顏,false
咫尺威顏,false
咫尺萬里,false
咫角驂駒,false
咬人狗兒,false
咬定牙根,false
咬定牙關,false
咬得菜根,false
咬文嚙字,false
咬文嚼字,false
咬文齧字,false
咬牙切齒,true
咬牙恨齒,false
咬緊牙關,false
咬薑呷醋,false
咬血為盟,false
咬釘嚼鐵,false
咬音咂字,false
咳唾成珠,false
咳珠唾玉,false
咳聲歎氣,false
咸陽一炬,false
咽苦吐甘,false
品學兼優,false
品竹彈絲,false
品竹調弦,false
品竹調絲,false
品而第之,false
品貌非凡,false
品頭評足,false
品頭論足,false
品頭題足,false
哄動一時,false
哄堂大笑,false
哭哭啼啼,false
哭喪著臉,false
哭天喊地,false
哭天抹淚,false
哭笑不得,false
哲人其萎,false
哼哼唧唧,false
唐哉皇哉,false
唐突西子,false
唐突西施,false
唐臨晉帖,false
唐虞之治,false
唯利是圖,false
唯利是求,false
唯利是視,false
唯力是視,false
唯吾獨尊,false
唯命是從,false
唯命是聽,false
唯唯否否,false
唯唯諾諾,false
唯唯連聲,false
唯妙唯肖,false
唯我獨尊,false
唯所欲為,false
唯鄰是卜,false
唸唸有詞,false
唾地成文,false
唾壺擊碎,false
唾壺擊缺,false
唾壺敲缺,false
唾手可取,false
唾手可得,false
唾面自乾,false
商彝周鼎,false
商彝夏鼎,false
問一答十,false
問十道百,false
問天買卦,false
問安視寢,false
問安視膳,false
問官答花,false
問寒問暖,false
問寢視膳,false
問心無愧,false
問捨求田,false
問柳尋花,false
問柳評花,false
問牛知馬,false
問罪之師,false
問羊知馬,false
問諸水濱,false
問道於盲,false
問長問短,false
問鼎中原,false
問鼎輕重,false
啞口無聲,false
啞口無言,true
啞子做夢,false
啞子吃黃,false
啞子尋夢,false
啞子托夢,false
啞然失笑,false
啟寵納侮,false
啟瞶振聾,false
啣環結草,false
啼啼哭哭,false
啼天哭地,false
啼笑皆非,false
啼饑號寒,false
喃喃細語,false
喃喃自語,false
善刀而藏,false
善善從長,false
善善惡惡,false
善始令終,false
善始善終,false
善文能武,false
善有善報,false
善氣迎人,false
善游者溺,false
善為說辭,false
善男信女,false
善眉善眼,false
善罷干休,false
善罷甘休,false
善自為謀,false
善與人交,false
善財難捨,false
善賈而沽,false
善門難開,false
善頌善禱,false
善馬熟人,false
善騎者墮,false
喉長氣短,false
喊冤叫屈,false
喏喏連聲,false
喑噁叱吒,false
喙長三尺,false
喜上眉梢,false
喜不自勝,false
喜出望外,true
喜形於色,false
喜從天降,false
喜怒不形,false
喜怒哀樂,false
喜怒無常,false
喜新厭故,false
喜新厭舊,false
喜氣洋洋,false
喜溢眉梢,false
喜眉笑眼,false
喜笑顏開,false
喜聞樂見,false
喜行於色,false
喜見於色,false
喜躍抃舞,false
喜逐顏開,false
喝西北風,false
喟然長歎,false
喧賓奪主,false
喪天害理,false
喪家之犬,false
喪家之狗,false
喪師辱國,false
喪心病狂,false
喪明之痛,false
喪權辱國,false
喪盡天良,false
喪膽亡魂,false
喪膽遊魂,false
喪膽銷魂,false
喪身失節,false
喪魂失魄,false
喪魂落魄,false
喬妝打扮,false
喬妝改扮,false
喬文假醋,false
喬松之壽,false
喬裝打扮,false
喬裝改扮,false
喬遷之喜,false
喬龍畫虎,false
嗇己奉公,false
嗑牙料嘴,false
嗚呼哀哉,false
嗚呼噫嘻,false
嗜殺成性,false
嗜痂之癖,false
嗟來之食,false
嗟悔無及,false
嘁嘁喳喳,false
嘉言善狀,false
嘉言善行,false
嘉言懿行,false
嘔心抽腸,false
嘔心滴血,false
嘔心瀝血,false
嘔心鏤骨,false
嘖嘖稱羨,false
嘖嘖稱讚,false
嘖有煩言,false
嘩世動俗,false
嘩世取名,false
嘩世取寵,false
嘮嘮叨叨,false
嘯侶命儔,false
嘯傲湖山,false
嘯傲風月,false
嘯吒風雲,false
嘯聚山林,false
嘴尖舌頭,false
嘴快舌長,false
嘴清舌白,false
嘴甜心苦,false
嘴直心快,false
嘵嘵不休,false
嘵音瘏口,false
嘻皮涎臉,false
嘻皮笑臉,false
嘻笑怒罵,false
噀玉噴珠,false
噓寒問暖,false
噓枯吹生,false
噙齒戴發,false
噤口捲舌,false
噤若寒蟬,false
器二不匱,false
器宇不凡,false
器宇軒昂,false
器小易盈,false
器滿則覆,false
器滿將覆,false
器滿意得,false
噬臍何及,false
噬臍無及,false
噬臍莫及,false
噴薄欲出,false
噴血自污,false
噴雨噓雲,false
噴雲吐霧,false
噴雲洩霧,false
嚎天動地,false
嚎天喊地,false
嚙檗吞針,false
嚙臂之好,false
嚙血沁骨,false
嚙血為盟,false
嚙雪吞氈,false
嚙雪餐氈,false
嚥苦吞甘,false
嚴以律己,false
嚴刑峻制,false
嚴刑峻法,false
嚴家餓隸,false
嚴懲不貸,false
嚴於律己,false
嚴於律已,false
嚴氣正性,false
嚴絲合縫,false
嚴陣以待,false
嚴陳以待,false
嚴霜烈日,false
嚼墨噴紙,false
嚼穿齦血,false
嚼鐵咀金,false
嚼顎搥床,false
嚼齒穿齦,false
囁嚅小兒,false
囁囁嚅嚅,false
囂張一時,false
囊匣如洗,false
囊括四海,false
囊漏儲中,false
囊漏貯中,false
囊空如洗,false
囊螢映雪,false
囊螢照書,false
囊螢照讀,false
囊裡盛錐,false
囊錐露穎,false
囚首喪面,false
囚首垢面,false
四不拗六,false
四亭八當,false
四停八當,false
四分五剖,false
四分五落,false
四分五裂,false
四大皆空,false
四姻九戚,false
四山五嶽,false
四平八穩,false
四戰之國,false
四戰之地,false
四方之志,false
四方八面,false
四方輻輳,false
四時之氣,false
四時八節,false
四書五經,false
四沖八達,false
四沖六達,false
四海一家,false
四海之內,false
四海九州,false
四海他人,false
四海承風,false
四海昂平,false
四海昇平,false
四海波靜,false
四海為家,false
四海皆兄,false
四海飄零,false
四海鼎沸,false
四清六活,false
四百四病,false
四紛五落,false
四肢百骸,false
四肢百體,false
四腳朝天,false
四至八道,false
四荒八極,false
四衢八街,false
四角俱全,false
四通五達,false
四通八達,false
四郊多壘,false
四面八方,false
四面出擊,false
四面受敵,false
四面楚歌,false
四馬攢蹄,false
四體不勤,false
四體百骸,false
回味無窮,false
回嗔作喜,false
回天之力,false
回天乏術,false
回天倒日,false
回天挽日,false
回天無力,false
回天轉地,false
回天運斗,false
回山倒海,false
回山轉海,false
回干就濕,false
回心轉意,false
回文織錦,false
回春之術,false
回春妙手,false
回生起死,false
回眸一笑,false
回籌轉策,false
回船轉舵,false
回邪入正,false
回頭是岸,false
回黃轉綠,false
因事制宜,false
因人制宜,false
因人成事,false
因人而異,false
因任授官,false
因公假私,false
因公行私,false
因利乘便,false
因勢利導,false
因噎廢食,false
因地制宜,false
因小失大,true
因循坐誤,false
因循守舊,false
因循苟且,false
因敵取資,false
因敵為資,false
因時制宜,false
因材施教,false
因果報應,false
因樹為屋,false
因烏及屋,false
因禍得福,false
因禍為福,false
因緣為市,false
因襲陳規,false
因陋守舊,false
因陋就寡,false
因陋就簡,false
因難見巧,false
因風吹火,false
囫圇半片,false
囫圇吞棗,false
困心橫慮,false
困心衡慮,false
困獸猶斗,false
困知勉行,false
困而不學,false
困而學之,false
固執己見,false
固執成見,false
固壁清野,false
固若金湯,false
圈牢養物,false
國之干城,false
國仇家恨,false
國士無雙,false
國家棟樑,false
國富兵強,false
國富民安,false
國富民強,false
國富民豐,false
國將不國,false
國步艱難,false
國泰民安,false
國無二君,false
國無寧日,false
國爾忘家,false
國破家亡,false
國而忘家,false
國耳忘家,false
國色天姿,false
國色天香,false
國計民生,false
國難當頭,false
圍城打援,false
圍魏救趙,false
圖作不軌,false
圖窮匕見,false
圖窮匕首,false
圖謀不軌,false
圖財害命,false
團花簇錦,false
團頭聚面,false
土偶蒙金,false
土壤細流,false
土崩瓦解,false
土崩魚爛,false
土扶成牆,false
土木形骸,false
土洋結合,false
土牛木馬,false
土生土長,false
土穰細流,false
土豪劣紳,false
土階茅屋,false
土階茅茨,false
土雞瓦犬,false
土雞瓦狗,false
土龍沐猴,false
土龍芻狗,false
在人矮簷,false
在人耳目,false
在劫難逃,false
在天之靈,false
在官言官,false
在家出家,false
在所不惜,false
在所不辭,false
在所難免,false
在此一舉,false
在色之戒,false
在谷滿谷,false
在陳之厄,false
圭璋特達,false
圭角不露,false
圭角岸然,false
坎井之蛙,false
坎坷不平,false
坎止流行,false
坐上琴心,false
坐不垂堂,false
坐不安席,false
坐不窺堂,false
坐不重席,false
坐井窺天,false
坐井觀天,false
坐享其功,false
坐享其成,true
坐以待斃,false
坐以待旦,false
坐冷板凳,false
坐吃山崩,false
坐吃山空,false
坐地分贓,false
坐地分髒,false
坐地自劃,false
坐失事機,false
坐失機宜,false
坐失良機,false
坐山觀虎,false
坐懷不亂,false
坐戒垂堂,false
坐擁書城,false
坐擁百城,false
坐收漁利,false
坐於塗炭,false
坐樹不言,false
坐樹無言,false
坐無虛席,false
坐立不安,false
坐籌帷幄,false
坐而待弊,false
坐而待斃,false
坐而待旦,false
坐而論道,false
坐臥不安,false
坐臥不寧,false
坐臥不離,false
坐臥針氈,false
坐薪嘗膽,false
坐薪懸膽,false
坐視不救,false
坐視成敗,false
坐觀成敗,false
坐言起行,false
坐運籌策,false
坐食山空,false
坑家敗業,false
坑灰未冷,false
坑繃拐騙,false
坑蒙拐騙,false
坦然自若,false
坦腹東床,false
垢面蓬頭,false
埋天怨地,false
埋聲晦跡,false
埋輪破柱,false
埋頭苦幹,false
埋頭顧影,false
埒才角妙,false
埒材角妙,false
埳井之蛙,false
執兩用中,false
執意不從,false
執文害意,false
執柯作伐,false
執法不阿,false
執法如山,false
執粗井灶,false
執經問難,false
執而不化,false
執迷不反,false
執迷不悟,true
執迷不誤,false
執迷不返,false
執迷不醒,false
執銳披堅,false
執鞭墜鐙,false
執鞭隨蹬,false
執鞭隨鐙,false
堂上一呼,false
堂哉皇哉,false
堂堂一表,false
堂堂正正,false
堂皇冠冕,false
堂皇富麗,false
堂皇正大,false
堂而皇之,false
堅不可摧,false
堅執不從,false
堅壁清野,false
堅如盤石,false
堅如磐石,false
堅守不渝,false
堅定不移,false
堅強不屈,false
堅忍不拔,false
堅持不懈,false
堅持不渝,false
堅甲利兵,false
堅甲利刃,false
堅甲厲兵,false
堅苦卓絕,false
堅貞不屈,false
堅貞不渝,false
堅韌不拔,false
堅額健舌,false
堙谷塹山,false
堪以告慰,false
堯天舜日,false
堯年舜日,false
堯趨舜步,false
塔尖上功,false
塗歌巷舞,false
塗歌裡抃,false
塗歌裡詠,false
塗歌邑誦,false
塗炭生靈,false
塗脂抹粉,false
塚中枯骨,false
塚木已拱,false
塞上江南,false
塞井夷灶,false
塞井焚捨,false
塞北江南,false
塞翁之馬,false
塞翁失馬,false
塞翁得馬,false
塞耳偷鈴,false
塞耳盜鍾,false
塤篪相和,false
填坑滿谷,false
填街塞巷,false
塹山堙谷,false
墓木已拱,false
墓木拱矣,false
墜溷飄茵,false
墜茵落溷,false
增收節支,false
增磚添瓦,false
墨子泣絲,false
墨守成法,false
墨守成規,false
墨汁未干,false
墨突不黔,false
墨跡未乾,false
壓倒元白,false
壓卷之作,false
壓肩疊背,false
壓肩迭背,false
壓良為賤,false
壓雪求油,false
壞人心術,false
壞植散群,false
壞法亂紀,false
壞裳為褲,false
士別三日,false
士可殺不,false
士死知己,false
士為知己,false
士農工商,false
士飽馬騰,false
壯士斷腕,false
壯士解腕,false
壯心不已,false
壯志凌雲,false
壯志未酬,false
壯氣凌雲,false
壯氣吞牛,false
壯發衝冠,false
壹倡三歎,false
壹敗塗地,false
壺中天地,false
壺中日月,false
壺天日月,false
壺漿塞道,false
壺漿簞食,false
壺裡乾坤,false
壽不壓職,false
壽元無量,false
壽比南山,false
壽滿天年,false
壽終正寢,false
壽陵失步,false
夏五郭公,false
夏日可畏,false
夏爐冬扇,false
夏蟲不可,false
夏蟲朝菌,false
夏蟲疑冰,false
夏蟲語冰,false
夏雨雨人,false
夏鼎商彝,false
夕寐宵興,false
夕惕朝乾,false
夕惕若厲,false
夕陽西下,false
外剛內柔,false
外厲內荏,false
外合裡差,false
外合裡應,false
外圓內方,false
外寬內忌,false
外寬內明,false
外寬內深,false
外巧內嫉,false
外強中乾,false
外強中瘠,false
外感內傷,false
外方內員,false
外方內圓,false
外柔內剛,false
外簡內明,false
夙世冤家,false
夙世冤業,false
夙夜不解,false
夙夜匪懈,false
夙夜匪解,false
夙夜在公,false
夙興夜寐,false
夙興夜處,false
夙興昧旦,false
夜不成寐,false
夜不閉戶,false
夜以繼日,false
夜以繼晝,false
夜深人靜,false
夜行被繡,false
夜郎自大,false
夜長夢多,false
夜長夢短,false
夜闌人靜,false
夜雨對床,false
夜靜更深,false
夜靜更闌,false
夢中說夢,false
夢寐以求,false
夢幻泡影,false
夢想顛倒,false
夢撒寮丁,false
夢撒撩丁,false
夢斷魂勞,false
夢熊之喜,false
夢筆生花,false
夢裡南軻,false
夢見周公,false
夢魂顛倒,false
夤緣攀附,false
天上人間,false
天上石麟,false
天上麒麟,false
天下一家,false
天下大亂,false
天下太平,false
天下本無,false
天下歸心,false
天下洶洶,false
天下為公,false
天下為家,false
天下為籠,false
天下烏鴉,false
天下無敵,false
天下無雙,false
天下獨步,false
天下第一,false
天下興亡,false
天下莫敵,false
天不作美,false
天不假年,false
天不絕人,false
天之僯民,false
天之戮民,false
天之驕子,false
天人之際,false
天人共鑒,false
天付良緣,false
天低吳楚,false
天作之合,false
天保九如,false
天倫之樂,false
天假之年,false
天假其年,false
天假因緣,false
天假良緣,false
天公地道,false
天兵天將,false
天冠地屨,false
天凝地閉,false
天南地北,false
天南海北,false
天台路迷,false
天各一方,false
天命攸歸,false
天命有歸,false
天地不容,false
天地剖判,false
天地經緯,false
天地誅戮,false
天地誅滅,false
天地長久,false
天堂地獄,false
天塌地陷,false
天壤之別,false
天壤之隔,false
天壤懸隔,false
天壤王郎,false
天外有天,false
天外飛來,false
天大地大,false
天奪之年,false
天奪之魄,false
天奪其魄,false
天女散花,false
天姿國色,false
天字第一,false
天寒地凍,false
天寶當年,false
天崩地坍,false
天崩地坼,false
天崩地塌,false
天崩地裂,false
天崩地解,false
天崩地陷,false
天工人代,false
天差地遠,false
天平地成,false
天年不測,false
天年不遂,false
天年不齊,false
天府之國,false
天從人原,false
天從人願,false
天怒人怨,false
天愁地慘,false
天懸地隔,false
天成地平,false
天打雷劈,false
天授地設,false
天搖地動,false
天摧地塌,false
天方夜譚,false
天旋地轉,false
天昏地暗,false
天昏地黑,false
天時地利,false
天有不測,false
天朗氣清,false
天末涼風,false
天機不可,false
天機雲錦,false
天涯咫尺,false
天涯地角,false
天涯比鄰,false
天涯海角,false
天淵之別,false
天淵之隔,false
天清日白,false
天清氣朗,false
天潢貴胄,false
天災人禍,false
天災地妖,false
天災地變,false
天無二日,false
天無絕人,false
天王老子,false
天理不容,false
天理人情,false
天理昭彰,false
天理昭昭,false
天理良心,false
天理難容,false
天生地設,false
天生天化,false
天生天殺,false
天生尤物,false
天生麗質,false
天真爛漫,false
天真爛熳,false
天知地知,false
天空海闊,false
天粟馬角,false
天經地緯,false
天經地義,false
天網恢恢,false
天緣湊合,false
天羅地網,false
天翻地覆,false
天老地荒,false
天與人歸,false
天花亂墜,false
天若有情,false
天荊地棘,false
天荒地老,false
天華亂墜,false
天行時氣,false
天衣無縫,false
天覆地載,false
天誅地滅,false
天誘其衷,false
天造地設,false
天造草昧,false
天道人事,false
天道好還,false
天道寧論,false
天道無親,false
天長地久,false
天長地老,false
天長日久,false
天開地辟,false
天隨人原,false
天隨人願,false
天震地駭,false
天香國色,false
天馬行空,false
天驚石破,false
天高地下,false
天高地厚,false
天高地迥,false
天高日遠,false
天高皇帝,false
天高聽下,false
天高聽卑,false
太上忘情,false
太丘道廣,false
太倉一粟,false
太倉稊米,false
太公釣魚,false
太山北斗,false
太平無事,false
太平無象,false
太平盛世,false
太歲頭上,false
太阿倒持,false
夭桃穠李,false
失之交臂,false
失之千里,false
失之東隅,false
失之毫釐,false
失張冒勢,false
失張失志,false
失張失智,false
失張失致,false
失敗為成,false
失時落勢,false
失精落彩,false
失諸交臂,false
失道寡助,false
失馬塞翁,false
失驚倒怪,false
失驚打怪,false
失魂喪膽,false
失魂喪魄,false
失魂落魄,false
失魂蕩魄,false
夷然自若,false
夾七夾八,false
夾板醫駝,false
夾槍帶棍,false
夾槍帶棒,false
夾袋人物,false
奄奄一息,false
奇光異彩,false
奇形怪狀,false
奇形異狀,false
奇恥大辱,false
奇想天開,false
奇才異能,false
奇技淫巧,false
奇文共賞,false
奇文瑰句,false
奇珍異寶,false
奇珍異玩,false
奇花異卉,false
奇花異草,false
奇葩異卉,false
奇裝異服,false
奇談怪論,false
奇貨可居,false
奇離古怪,false
契合金蘭,false
契船求劍,false
契若金蘭,false
女中丈夫,false
女中堯舜,false
女中豪傑,false
女大不中,false
女大十八,false
女大當嫁,false
女大難留,false
女大須嫁,false
女媧補天,false
女織男耕,false
女貌郎才,false
女長當嫁,false
女長鬚嫁,false
奴顏婢睞,false
奴顏婢膝,false
奴顏婢色,false
奴顏媚骨,false
奸同鬼蜮,false
奸擄燒殺,false
好丹非素,false
好了瘡疤,false
好事不出,false
好事之徒,false
好事多慳,false
好事多磨,false
好事天慳,false
好佚惡勞,false
好勇鬥狠,false
好吃懶做,false
好問則裕,false
好問決疑,false
好善嫉惡,false
好善惡惡,false
好善樂施,false
好夢不長,false
好夢難圓,false
好夢難成,false
好大喜功,false
好天良夜,false
好奇尚異,false
好女不穿,false
好好先生,false
好學不倦,false
好心做了,false
好心好意,false
好惡不同,false
好戴高帽,false
好整以暇,false
好景不常,false
好景不長,false
好漢不吃,false
好為事端,false
好為人師,false
好生之德,false
好聲好氣,false
好肉剜瘡,false
好自為之,false
好色之徒,false
好行小惠,false
好行小慧,false
好言好語,false
好語似珠,false
好語如珠,false
好說歹說,false
好謀善斷,false
好逸惡勞,false
好酒貪杯,false
好騎者墮,false
好高騖遠,false
好高鶩遠,false
如不勝衣,false
如丘而止,false
如之奈何,false
如人飲水,false
如兄如弟,false
如入無人,false
如出一口,false
如出一轍,false
如切如磋,false
如原以償,false
如喪考妣,false
如坐春風,false
如坐針氈,false
如坐雲霧,false
如塤如箎,false
如塤如篪,false
如墮五里,false
如墮煙海,false
如墮煙霧,false
如夢初覺,false
如夢初醒,false
如夢如醉,false
如夢方醒,false
如天之福,false
如履如臨,false
如履平地,false
如履薄冰,false
如山壓卵,false
如左右手,false
如影隨形,false
如意算盤,false
如應斯響,false
如手如足,false
如拾地芥,false
如持左券,false
如指諸掌,false
如振落葉,false
如操左券,false
如數家珍,false
如日中天,false
如日方中,false
如日方升,false
如是我聞,false
如有所失,false
如棄敝屣,false
如椽大筆,false
如此而已,false
如水投石,false
如水赴壑,false
如法泡製,false
如法炮製,false
如法砲制,false
如泣如訴,false
如泣草芥,false
如渴如饑,false
如湯沃雪,false
如湯潑雪,false
如湯澆雪,false
如湯灌雪,false
如火如荼,false
如火燎原,false
如無其事,false
如牛負重,false
如狼似虎,false
如狼如虎,false
如狼牧羊,false
如獲至寶,false
如獲至珍,false
如癡似醉,false
如癡如夢,false
如癡如狂,false
如癡如醉,false
如登春台,false
如石投水,false
如箭在弦,false
如聞其聲,false
如膠似漆,false
如膠如漆,false
如膠投漆,false
如臂使指,false
如臨大敵,false
如臨深淵,false
如臨深谷,false
如芒刺背,false
如芒在背,false
如花似月,false
如花似朵,false
如花似玉,false
如花似錦,false
如虎傅翼,false
如虎得翼,false
如虎添翼,false
如虎生翼,false
如蟻慕膻,false
如蟻附膻,false
如蠅逐臭,false
如見肺肝,false
如解倒懸,false
如蹈水火,false
如蹈湯火,false
如運諸掌,false
如醉初醒,false
如醉如夢,false
如醉如狂,false
如醉如癡,false
如醉方醒,false
如釋重負,false
如錐畫沙,false
如雷灌耳,false
如雷貫耳,false
如願以償,false
如風過耳,false
如飲醍醐,false
如饑似渴,false
如饑如渴,false
如魚似水,false
如魚得水,false
如魚飲水,false
如鯁在喉,false
如鳥獸散,false
如龍似虎,false
妄下雌黃,false
妄口巴舌,false
妄塵而拜,false
妄生穿鑿,false
妄自尊大,false
妄自菲薄,false
妄言妄聽,false
妄談禍福,false
妍姿艷質,false
妍蚩好惡,false
妖不勝德,false
妖形怪狀,false
妖由人興,false
妖言惑眾,false
妖魔鬼怪,false
妙不可言,false
妙想天開,false
妙手丹青,false
妙手偶得,false
妙手回春,false
妙手空空,false
妙算神機,false
妙絕時人,false
妙舞清歌,false
妙處不傳,false
妙言要道,false
妙語解煩,false
妙語解頤,false
妙語連珠,false
妙語驚人,false
妙趣橫生,false
妝嫫費黛,false
妝模作樣,false
妝聾做啞,false
妥首帖耳,false
妻兒老小,false
妻兒老少,false
妻梅子鶴,false
妻榮夫貴,false
妻離子散,false
始亂終棄,false
始作俑者,false
始末原由,false
始末緣由,false
始終不懈,false
始終不易,false
始終不渝,false
始終如一,false
始終若一,false
始願不及,false
姍姍來遲,false
姑妄聽之,false
姑妄言之,false
姑射神人,false
姑息養奸,false
姑置勿論,false
姓甚名誰,false
委委佗佗,false
委曲成全,false
委曲求全,false
委罪於人,false
委肉虎蹊,false
委過於人,false
委重投艱,false
委靡不振,false
姚黃魏品,false
姚黃魏紫,false
姜太公釣,false
姦淫擄掠,false
姱容修態,false
姿意妄為,false
威信掃地,false
威刑肅物,false
威望素著,false
威武不屈,false
威脅利誘,false
威迫利誘,false
威重令行,false
威震天下,false
威風八面,false
威風凜凜,false
威風掃地,false
威風祥麟,false
威鳳一羽,false
威鳳祥麟,false
娉婷婀娜,false
娉婷裊娜,false
娓娓不倦,false
娓娓動聽,false
娓娓而談,false
娟好靜秀,false
婆娑起舞,false
婆婆媽媽,false
媒妁之言,false
嫁犬逐犬,false
嫁狗逐狗,false
嫁狗隨狗,false
嫁禍於人,false
嫁雞逐雞,false
嫁雞隨雞,false
嫂溺叔援,false
嫉惡如仇,false
嫉惡若仇,false
嫉貪如讎,false
嫉賢傲士,false
嫉賢妒能,false
嫉閒妒能,false
嫌好道惡,false
嫌好道歉,false
嫌好道歹,false
嫌貧愛富,false
嫌長道短,false
嫠不恤緯,false
嫣然一笑,false
嫣紅奼紫,false
嬉皮笑臉,false
嬉笑怒罵,false
嬌小玲瓏,false
嬌生慣養,false
嬌皮嫩肉,false
嬌聲嬌氣,false
嬌鸞雛鳳,false
嬴奸買俏,false
孀妻弱子,false
子丑寅卯,false
子夏懸鶉,false
子女玉帛,false
子子孫孫,false
子孝父慈,false
子曰詩雲,false
子為父隱,false
子虛烏有,false
孑然一身,false
孔孟之道,false
孔席不暖,false
孔席不適,false
孔席墨突,false
孔思周情,false
孔情周思,false
孔武有力,false
字字珠玉,false
字字珠璣,true
字斟句酌,false
字正腔圓,false
字裡行間,false
字順文從,false
孜孜不倦,false
孜孜不怠,false
孜孜不懈,false
孜孜不輟,false
孜孜以求,false
孜孜汲汲,false
孜孜無倦,false
孜孜無怠,false
孝子愛日,false
孝子慈孫,false
孝子賢孫,false
孝子順孫,false
孝思不匱,false
孝悌力田,false
孝悌忠信,false
孟母三遷,false
季友伯兄,false
季孟之間,false
季孫之憂,false
季布一諾,false
季常之懼,false
季常之癖,false
季路一言,false
孤傲不群,false
孤儔寡匹,false
孤兒寡婦,false
孤學墜緒,false
孤家寡人,false
孤寡鰥獨,false
孤履危行,false
孤形弔影,false
孤恩負義,false
孤懸客寄,false
孤懸浮寄,false
孤掌難鳴,false
孤文只義,false
孤文斷句,false
孤標傲世,false
孤標獨步,false
孤注一擲,false
孤犢觸乳,false
孤獨矜寡,false
孤獨鰥寡,false
孤立寡與,false
孤立無助,false
孤立無援,false
孤臣孽子,false
孤舟獨槳,false
孤芳自賞,false
孤苦仃俜,false
孤苦伶仃,false
孤苦零丁,false
孤行一意,false
孤行己意,false
孤行己見,false
孤豚腐鼠,false
孤身隻影,false
孤軍作戰,false
孤軍奮戰,false
孤軍深入,false
孤陋寡聞,false
孤雌寡鶴,false
孤雛腐鼠,false
孤雲野鶴,false
孤魂野鬼,false
孤鴻寡鵠,false
孤鸞寡鵠,false
孤鸞照鏡,false
孫康映雪,false
孫龐鬥智,false
孳孳不倦,false
孳孳汲汲,false
孳蔓難圖,false
學以致用,false
學如不及,false
學如登山,false
學如穿井,false
學學相長,false
學富五車,true
學富才高,false
學書不成,false
學書學劍,false
學步邯鄲,false
學海無涯,false
