成語,常用
學淺才疏,false
學無常師,false
學無止境,false
學然後知,false
學疏才淺,false
學究天人,false
學老於年,false
學而不厭,false
學而優則,false
學而時習,false
學識淵博,false
學貫中西,false
學非所用,false
孺子可教,false
孽子孤臣,false
孽根禍胎,false
孽障種子,false
宅中圖大,false
宅心忠厚,false
守先待後,false
守分安常,false
守口如瓶,false
守土有責,false
守如處女,false
守望相助,false
守株待兔,false
守正不回,false
守正不撓,false
守正不橈,false
守正不阿,false
守瓶緘口,false
守節不移,false
守約施搏,false
守經達權,false
守缺抱殘,false
守身如玉,false
守道安貧,false
守闕抱殘,false
宋才潘面,false
宋斤魯削,false
宋玉東牆,false
宋畫吳冶,false
完事大吉,false
完名全節,false
完好無缺,false
完璧歸趙,false
完美無疵,false
完美無缺,false
宏儒碩學,false
宏圖大志,false
宏才大略,false
宏材大略,false
宗師案臨,false
宗廟社稷,false
官倉老鼠,false
官偪民反,false
官卑職小,false
官報私仇,false
官場如戲,false
官官相為,false
官官相衛,false
官官相護,false
官情紙薄,false
官樣文章,false
官止神行,false
官法如爐,false
官虎吏狼,false
官輕勢微,false
官逼民反,false
官運亨通,false
宛轉悠揚,false
宛轉蛾眉,false
宜喜宜嗔,false
宜嗔宜喜,false
宜室宜家,false
宜家宜室,false
客死他鄉,false
宣化承流,false
室如懸磬,false
室如懸罄,false
室如縣罄,false
室徒四壁,false
室怒市色,false
室邇人遐,false
室邇人遙,false
室邇人遠,false
宦海浮沉,false
宦海風波,false
宰相肚裡,false
宰雞教猴,false
害人不淺,false
害群之馬,false
宴安醙毒,false
宴安鳩毒,false
宴安鴆毒,false
宴爾新婚,false
宵旰圖治,false
宵旰憂勞,false
宵旰憂勤,false
宵旰焦勞,false
宵衣旰食,false
宵魚垂化,false
家亡國破,false
家傳人誦,false
家傳戶誦,false
家傳戶頌,false
家反宅亂,false
家喻戶曉,false
家喻戶習,false
家學淵源,false
家家戶戶,false
家常便飯,false
家常茶飯,false
家常裡短,false
家弦戶誦,false
家徒四壁,false
家徒壁立,false
家成業就,false
家敗人亡,false
家散人亡,false
家書抵萬,false
家有弊帚,false
家有敝帚,false
家殷人足,false
家無二主,false
家無儋石,false
家無常禮,false
家無擔石,false
家無斗儲,false
家煩宅亂,false
家破人亡,false
家破人離,false
家破身亡,false
家累千金,false
家給人足,false
家給民足,false
家翻宅亂,false
家至人說,false
家至戶到,false
家至戶察,false
家至戶曉,false
家藏戶有,false
家見戶說,false
家諭戶曉,false
家貧如洗,false
家貧親老,false
家賊難防,false
家道中落,false
家道小康,false
家道從容,false
家道消乏,false
家醜不可,false
家長禮短,false
家長裡短,false
家雞野雉,false
家雞野鶩,false
家驥人璧,false
容光煥發,false
容膝之地,false
容膝之安,false
容頭過身,false
宿學舊儒,false
宿弊一清,false
宿水餐風,false
宿雨餐風,false
寂天寞地,false
寂寂無聞,false
寂然不動,false
寂然無聲,false
寂若無人,false
寄人簷下,false
寄人籬下,false
寄興寓情,false
寄跡山林,false
寄雁傳書,false
寄顏無所,false
寅吃卯糧,false
寅支卯糧,false
密不通風,false
密密層層,false
密約偷期,false
密鑼緊鼓,false
密雲不雨,false
寒來暑往,false
寒冬臘月,false
寒心消志,false
寒心酸鼻,false
寒心銷志,false
寒木春華,false
寒毛卓豎,false
寒泉之思,false
寒灰更然,false
寒耕暑耘,false
寒耕熱耘,false
寒腹短識,false
寒花晚節,false
寒蟬仗馬,false
寒蟬僵鳥,false
寒蟬淒切,false
寒酸落魄,false
寒風侵肌,false
寡不勝眾,false
寡不敵眾,false
寡二少雙,false
寡人之疾,false
寡信輕諾,false
寡廉鮮恥,false
寡情薄意,false
寡聞少見,false
寡見少聞,false
寡見鮮聞,false
寡鳧單鵠,false
寡鵠孤鸞,false
寢不安席,false
寢不成寐,false
寢不聊寐,false
寢丘之志,false
寢皮食肉,false
寢苫枕土,false
寢苫枕塊,false
寢苫枕干,false
寢苫枕戈,false
寢苫枕草,false
寢關曝纊,false
寢食不安,false
寢食俱廢,false
寤寐求之,false
寥寥可數,false
寥寥無幾,false
寥若晨星,false
實事求是,false
實偪處此,false
實心實意,false
實獲我心,false
實繁有徒,false
實至名歸,false
實與有力,false
實蕃有徒,false
實逼處此,false
寧可清貧,false
寧可玉碎,false
寧折不彎,false
寧死不屈,false
寧死不辱,false
寧為玉碎,false
寧為雞口,false
寧缺勿濫,false
寧缺毋濫,false
審己度人,false
審幾度勢,false
審時度勢,false
審曲面勢,false
審曲面埶,false
寬仁大度,false
寬以待人,false
寬大為懷,false
寬宏大度,false
寬宏大量,false
寬懷大度,false
寬打窄用,false
寬洪大度,false
寬洪大量,false
寬洪海量,false
寬猛並濟,false
寬猛相濟,false
寬豁大度,false
射人先射,false
射像止啼,false
射利沽名,false
射影含沙,false
射石飲羽,false
射魚指天,false
將伯之助,false
將伯之呼,false
將信將疑,false
將功折罪,false
將功折過,false
將功抵罪,false
將功補過,false
將功贖罪,false
將勤補拙,false
將取固予,false
將天就地,false
將奪固與,false
將心比心,false
將本求利,false
將本求財,false
將李代桃,false
將機就機,false
將機就計,false
將欲取之,false
將無作有,false
將無做有,false
將相之器,false
將胸比肚,false
將蝦釣鱉,false
將計就計,false
將遇良才,false
將遇良材,false
將錯就錯,false
將門有將,false
將門無犬,false
將門虎子,false
將順其美,false
將飛翼伏,false
專心一志,false
專心一意,false
專心致志,true
專橫跋扈,false
專欲難成,false
專精覃思,false
尊主澤民,false
尊俎折衝,false
尊古卑今,false
尊姓大名,false
尊己卑人,false
尊師貴道,false
尊師重道,false
尊年尚齒,false
尊無二上,false
尊賢使能,false
尋事生非,false
尋壑經丘,false
尋幽入微,false
尋幽探勝,false
尋弊索瑕,false
尋枝摘葉,false
尋根問底,false
尋根究底,false
尋根追底,false
尋歡作樂,false
尋死覓活,false
尋流逐末,false
尋消問息,false
尋源討本,false
尋瑕伺隙,false
尋瘢索綻,false
尋章摘句,false
尋花問柳,false
尋花覓柳,false
尋行數墨,false
尋行逐隊,false
尋蹤覓跡,false
尋風捉影,false
小不忍則,false
小丑跳梁,false
小人得志,false
小受大走,false
小器易盈,false
小國寡民,false
小大由之,false
小姑獨處,false
小子後生,false
小家子氣,false
小家碧玉,false
小小不言,false
小屈大伸,false
小屈大申,false
小巧玲瓏,false
小巫見大,false
小己得失,false
小康之家,false
小廉大法,false
小廉曲謹,false
小往大來,false
小德出入,false
小心翼翼,true
小心謹慎,false
小恩小惠,false
小懲大誡,false
小戶人家,false
小手小腳,false
小時了了,false
小本經營,false
小枉大直,false
小異大同,false
小眼薄皮,false
小肚雞腸,false
小腳女人,false
小試鋒芒,false
小道消息,false
小隙沉舟,false
小題大作,false
小題大做,false
小鳥依人,false
小鹿觸心,false
小黠大癡,false
少不更事,false
少不經事,false
少吃儉用,false
少壯不努,false
少安毋躁,false
少安無躁,false
少小無猜,false
少年老成,false
少年老誠,false
少成若性,false
少條失教,false
少氣無力,false
少私寡慾,false
少縱即逝,false
少見多怪,false
少言寡語,false
少頭缺尾,false
尖嘴猴腮,false
尖嘴薄舌,false
尖擔兩頭,false
尖言冷語,false
尖言尖語,false
尖酸刻薄,false
尚虛中饋,false
尨眉皓髮,false
就事論事,false
就地取材,false
就地正法,false
就棍打腿,false
就正有道,false
就湯下面,false
就虛避實,false
尸位素餐,false
尸祿素餐,false
尸鳩之平,false
尻輪神馬,false
尻輿神馬,false
尾大不掉,false
尾大難掉,false
尾生之信,false
尾生抱柱,false
尿流屁滾,false
局地扣天,false
局地鑰天,false
局外之人,false
局天促地,false
局天扣地,false
局天蹐地,false
局騙拐帶,false
局高蹐厚,false
屁滾尿流,false
居下訕上,false
居不重席,false
居不重茵,false
居之不疑,false
居仁由義,false
居停主人,false
居利思義,false
居功自傲,false
居大不易,false
居安思危,false
居安慮危,false
居安資深,false
居官守法,false
居心不良,false
居心叵測,false
居心險惡,false
居無求安,false
居軸處中,false
居重馭輕,false
居高臨下,false
屈尊就卑,false
屈打成招,false
屈指可數,false
屈節辱命,false
屈艷班香,false
屈蠖求伸,false
屈谷巨瓠,false
屈高就下,false
屋上建瓴,false
屋下作屋,false
屋下架屋,false
屋如七星,false
屋烏之愛,false
屋烏推愛,false
屍居餘氣,false
屍居龍見,false
屍山血海,false
屍橫遍野,false
屎屁直流,false
屎流屁滾,false
屎滾尿流,false
屏氣凝神,false
屏氣吞聲,false
屏氣懾息,false
屏氣斂息,false
屏聲息氣,false
屏聲斂息,false
屏聲靜氣,false
屐齒之折,false
展眼舒眉,false
展翅高飛,false
展腳伸腰,false
屠所牛羊,false
屠毒筆墨,false
屠門大嚼,false
屠龍之伎,false
屠龍之技,false
屢戰屢敗,false
屢教不改,false
屢次三番,false
屢見不鮮,false
屢試不爽,false
屢試屢驗,false
屢變星霜,false
履仁蹈義,false
履信思順,false
履機乘變,false
履湯蹈火,false
履盈蹈滿,false
履穿踵決,false
履絲曳縞,false
履舄交錯,false
履薄臨深,false
履足差肩,false
履險如夷,false
履險若夷,false
履險蹈危,false
履霜之戒,false
履霜堅冰,false
履霜知冰,false
屨及劍及,false
屨賤踴貴,false
屬人耳目,false
屬垣有耳,false
屬毛離裡,false
屬詞比事,false
屬辭比事,false
屯毛不辨,false
屯積居奇,false
屯糧積草,false
屯街塞巷,false
屯蹶否塞,false
山上無老,false
山中宰相,false
山中無好,false
山光水色,false
山公倒載,false
山包海容,false
山南海北,false
山吟澤唱,false
山呼海嘯,false
山容海納,false
山寒水冷,false
山峙淵渟,false
山崩地坼,false
山崩地塌,false
山崩地裂,false
山崩地陷,false
山崩川竭,false
山崩水竭,false
山崩海嘯,false
山崩鍾應,false
山川米聚,false
山復整妝,false
山搖地動,false
山明水秀,false
山木自寇,false
山林隱逸,false
山枯石死,false
山棲谷隱,false
山棲谷飲,false
山止川行,false
山殽野湋,false
山水相連,false
山河易改,false
山河表裡,false
山清水秀,false
山溜穿石,false
山珍海味,false
山珍海錯,false
山盟海誓,false
山眉水眼,false
山砠水崖,false
山積波委,false
山窮水斷,false
山窮水盡,false
山窮水絕,false
山童石爛,false
山節藻梲,false
山膚水豢,false
山虧一簣,false
山行海宿,false
山遙水遠,false
山遙路遠,false
山重水復,false
山銳則不,false
山長水遠,false
山長水闊,false
山陬海噬,false
山陬海澨,false
山陰乘興,false
山陰夜雪,false
山陰道上,false
山雞舞鏡,false
山雨欲來,false
山頹木壞,false
山餚海錯,false
山餚野蔌,false
山高水低,false
山高水長,false
山高水險,false
山高皇帝,false
山鳴谷應,false
岌岌不可,false
岌岌可危,false
岐出岐入,false
岳岳犖犖,false
岳岳磊磊,false
岳鎮淵渟,false
峭論鯁議,false
峻宇彫牆,false
峻宇雕牆,false
峻阪鹽車,false
崎嶔歷落,false
崛地而起,false
崟崎歷落,false
崟崎磊落,false
崢嶸歲月,false
崤函之固,false
崧生岳降,false
嵩生岳降,false
嵬目鴻耳,false
嵬眼澒耳,false
嶄露頭腳,false
嶄露頭角,false
嶔崎歷落,false
嶔崎磊落,false
嶢嶢易缺,false
嶽峙淵渟,false
巋然不動,false
巋然獨存,false
巍巍蕩蕩,false
巍然屹立,false
巖居川觀,false
巖居穴處,false
巖棲穴處,false
巖棲谷隱,false
巖棲谷飲,false
巖穴之士,false
工力悉敵,false
工欲善其,false
左右兩難,false
左右圖史,false
左右為難,false
左右逢原,false
左右逢源,false
左右采獲,false
左右開弓,false
左圖右史,false
左圖右書,false
左宜右宜,false
左宜右有,false
左家嬌女,false
左建外易,false
左思右想,false
左提右挈,false
左擁右抱,false
左支右吾,false
左支右絀,false
左支右調,false
左書右息,false
左枝右梧,false
左縈右拂,false
左輔右弼,false
左道旁門,false
左鄰右舍,false
左鄰右里,false
左鉛右槧,false
左顧右盼,false
左顧右眄,false
巧不可接,false
巧不可階,false
巧作名目,false
巧偷豪奪,false
巧偽趨利,false
巧取豪奪,false
巧同造化,false
巧奪天工,false
巧婦難為,false
巧捷萬端,false
巧發奇中,false
巧立名目,false
巧立名色,false
巧舌如簧,false
巧言令色,false
巧言偏辭,false
巧言利口,false
巧言如簧,false
巧語花言,false
巫山洛浦,false
巫山雲雨,false
巫雲楚雨,false
己所不欲,false
己溺己饑,false
己饑己溺,false
巷尾街頭,false
巷議街談,false
巾國英雄,false
巾幗丈夫,false
巾幗奇才,false
巾幗英雄,false
巾幗豪傑,false
